num,data,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,qtd,soma,media
407, 09/03/09,1,.,3,.,5,.,.,.,.,10,.,.,13,.,.,.,.,18,19,.,21,.,23,24,.,10,137, 13.70
408, 12/03/09,.,.,.,.,5,6,7,8,9,.,.,.,13,.,.,16,17,.,.,.,.,.,.,24,25,10,130, 13.00
409, 16/03/09,.,.,3,.,5,.,.,.,9,.,11,12,13,.,15,.,.,18,19,.,.,22,.,.,.,10,127, 12.70
410, 19/03/09,.,2,3,.,.,6,.,.,.,.,.,12,.,.,.,16,.,.,.,20,21,22,23,24,.,10,149, 14.90
411, 23/03/09,.,2,3,4,.,6,.,8,.,10,.,.,13,.,15,.,.,.,19,.,.,.,23,.,.,10,103, 10.30
412, 26/03/09,1,2,.,.,5,6,7,.,.,.,.,.,13,14,15,.,.,.,.,.,.,.,23,24,.,10,110, 11.00
413, 30/03/09,1,.,.,4,.,.,7,.,.,.,11,.,.,.,15,.,.,18,19,.,.,22,23,24,.,10,144, 14.40
414, 02/04/09,1,.,.,4,.,.,7,.,.,.,.,12,13,14,.,.,17,.,.,.,.,22,23,24,.,10,137, 13.70
415, 06/04/09,.,2,.,4,5,6,.,8,9,.,.,12,.,.,.,16,.,.,.,.,.,.,.,24,25,10,111, 11.10
416, 09/04/09,.,.,3,4,.,.,.,8,9,10,11,12,.,14,.,.,17,.,.,.,21,.,.,.,.,10,109, 10.90
417, 15/04/09,.,.,.,4,5,6,7,.,.,10,.,.,.,.,.,.,.,18,.,20,.,22,.,24,25,10,141, 14.10
418, 16/04/09,1,2,3,4,.,6,7,.,.,.,.,.,.,.,15,16,17,.,.,.,21,.,.,.,.,10,92, 9.20
419, 20/04/09,1,2,.,.,.,.,.,8,9,10,11,12,13,.,.,.,.,.,19,.,.,.,.,.,25,10,110, 11.00
420, 23/04/09,1,2,.,.,.,.,.,.,.,.,.,.,13,14,15,16,17,.,.,20,21,.,23,.,.,10,142, 14.20
421, 27/04/09,1,2,.,.,.,6,7,.,.,.,11,.,.,.,.,.,17,18,.,.,21,22,.,24,.,10,129, 12.90
422, 30/04/09,.,.,.,.,5,.,.,.,9,10,11,.,.,.,15,16,.,.,19,20,21,.,.,24,.,10,150, 15.00
423, 04/05/09,.,.,.,4,.,6,7,8,9,10,.,12,.,14,.,.,.,.,19,.,21,.,.,.,.,10,110, 11.00
424, 07/05/09,.,2,.,4,5,.,7,8,.,.,.,12,.,.,.,.,.,.,.,20,21,22,23,.,.,10,124, 12.40
425, 11/05/09,.,2,3,4,5,6,.,8,.,.,.,.,.,14,.,.,17,.,.,.,21,.,.,.,25,10,105, 10.50
426, 14/05/09,1,.,.,.,.,.,7,.,9,.,.,12,13,14,.,.,17,.,.,20,21,.,23,.,.,10,137, 13.70
427, 18/05/09,.,2,.,.,.,.,.,8,.,.,.,.,13,14,15,.,17,18,.,20,.,.,23,.,25,10,155, 15.50
428, 21/05/09,.,2,.,.,5,6,7,8,9,10,.,12,.,.,.,16,.,.,.,.,.,.,.,.,25,10,100, 10.00
429, 25/05/09,1,.,.,.,.,.,.,.,9,10,11,.,.,.,15,.,.,18,.,20,21,22,.,24,.,10,151, 15.10
430, 28/05/09,1,.,.,.,.,.,.,8,.,10,.,12,.,.,.,16,17,18,19,.,21,.,.,24,.,10,146, 14.60
431, 01/06/09,.,.,.,4,.,6,7,8,.,10,.,.,.,14,.,16,17,.,19,.,.,.,.,.,25,10,126, 12.60
432, 04/06/09,1,.,.,.,5,.,.,8,9,.,11,.,.,14,.,16,.,18,.,.,.,22,.,.,25,10,129, 12.90
433, 08/06/09,.,.,.,4,.,6,.,.,.,10,11,12,13,.,.,16,17,18,.,20,.,.,.,.,.,10,127, 12.70
434, 12/06/09,1,2,.,.,5,.,7,8,.,10,.,.,.,14,.,.,.,.,19,20,.,22,.,.,.,10,108, 10.80
435, 15/06/09,.,2,.,.,.,6,7,8,9,.,.,12,.,.,.,.,.,.,19,20,.,22,23,.,.,10,128, 12.80
436, 18/06/09,1,2,.,.,5,.,.,8,9,.,11,12,.,.,.,16,17,.,.,.,.,.,.,24,.,10,105, 10.50
437, 22/06/09,.,.,3,.,.,.,7,.,9,.,.,.,13,14,15,.,.,18,.,.,.,22,.,24,25,10,150, 15.00
438, 25/06/09,.,2,3,.,5,6,.,.,.,10,.,12,.,14,.,16,.,.,19,20,.,.,.,.,.,10,107, 10.70
439, 29/06/09,1,.,.,4,.,6,7,8,.,.,.,.,13,.,.,16,.,18,.,20,.,22,.,.,.,10,115, 11.50
440, 02/07/09,.,2,.,4,.,6,7,.,.,10,11,.,.,.,.,.,17,18,.,20,.,.,23,.,.,10,118, 11.80
441, 06/07/09,.,.,.,.,5,6,.,.,.,.,.,12,.,.,15,16,17,18,19,.,21,22,.,.,.,10,151, 15.10
442, 09/07/09,1,2,3,4,.,.,.,.,.,10,11,.,.,.,.,16,.,.,19,20,21,.,.,.,.,10,107, 10.70
443, 13/07/09,.,.,.,4,.,6,.,8,9,.,.,.,13,14,15,.,.,.,.,20,.,.,.,24,25,10,138, 13.80
444, 16/07/09,.,.,.,4,5,.,.,8,9,.,11,12,13,.,.,16,17,.,.,.,.,.,23,.,.,10,118, 11.80
445, 20/07/09,.,.,3,.,5,6,.,8,.,.,.,.,.,14,.,.,17,.,.,.,.,22,23,24,25,10,147, 14.70
446, 23/07/09,.,.,3,.,.,.,7,.,9,.,.,12,13,.,.,.,17,18,.,20,.,22,.,.,25,10,146, 14.60
447, 27/07/09,.,.,3,4,.,6,7,.,9,.,11,.,13,14,15,.,.,.,.,.,.,.,23,.,.,10,105, 10.50
448, 30/07/09,.,2,.,4,.,.,7,8,.,.,.,.,.,.,.,16,.,18,19,.,21,22,.,.,25,10,142, 14.20
449, 03/08/09,.,.,.,.,5,6,7,.,.,.,.,12,13,14,15,.,.,.,.,20,21,.,23,.,.,10,136, 13.60
450, 06/08/09,1,2,3,.,.,.,.,8,.,10,.,12,13,.,15,.,.,.,19,20,.,.,.,.,.,10,103, 10.30
451, 10/08/09,.,2,.,4,.,.,7,.,.,10,11,12,13,.,.,16,.,.,.,20,21,.,.,.,.,10,116, 11.60
452, 13/08/09,.,2,3,4,5,.,.,.,.,.,.,.,13,.,15,16,.,.,.,.,21,22,23,.,.,10,124, 12.40
453, 17/08/09,.,.,.,.,5,.,7,8,.,10,.,12,13,.,.,16,.,18,.,.,.,22,23,.,.,10,134, 13.40
454, 20/08/09,1,2,.,.,5,.,.,8,9,10,.,.,.,.,.,16,.,18,.,.,21,.,23,.,.,10,113, 11.30
455, 24/08/09,.,2,.,.,.,.,.,.,9,10,.,.,13,.,15,16,17,.,.,20,.,22,.,24,.,10,148, 14.80
456, 27/08/09,.,2,.,.,5,6,7,8,.,.,.,.,.,.,15,16,.,.,19,20,.,22,.,.,.,10,120, 12.00
457, 31/08/09,.,2,3,.,.,6,7,8,9,10,.,12,.,.,.,.,17,.,.,.,.,.,.,24,.,10,98, 9.80
458, 03/09/09,1,.,.,.,.,.,.,.,.,10,.,12,.,14,.,.,17,.,19,.,21,.,23,24,25,10,166, 16.60
459, 08/09/09,.,.,.,.,5,6,.,8,9,.,.,.,13,.,.,16,.,18,.,.,.,22,.,24,25,10,146, 14.60
460, 10/09/09,.,2,.,.,5,.,7,8,.,.,.,.,13,.,.,.,.,18,.,20,21,.,.,24,25,10,143, 14.30
461, 14/09/09,1,2,.,.,.,.,.,.,9,10,.,.,.,.,.,16,.,18,.,20,21,22,.,.,25,10,144, 14.40
462, 17/09/09,.,.,.,4,.,6,.,.,9,10,11,.,13,.,15,.,.,.,19,20,.,.,.,.,25,10,132, 13.20
463, 21/09/09,1,.,.,4,5,.,.,8,.,10,.,12,.,.,15,16,.,.,.,.,21,.,.,24,.,10,116, 11.60
464, 24/09/09,.,.,3,4,.,6,7,.,9,.,.,12,13,14,15,.,.,18,.,.,.,.,.,.,.,10,101, 10.10
465, 28/09/09,.,.,.,.,5,.,.,8,.,.,.,12,.,14,15,16,17,.,.,20,.,.,23,24,.,10,154, 15.40
466, 01/10/09,1,.,3,4,5,.,.,.,9,.,.,.,13,.,15,16,.,.,.,.,.,.,23,24,.,10,113, 11.30
467, 05/10/09,1,.,3,.,.,.,.,8,9,.,11,12,.,.,.,16,.,.,19,20,.,.,23,.,.,10,122, 12.20
468, 08/10/09,1,.,.,4,.,.,7,8,.,.,11,.,.,14,.,16,.,.,19,20,.,.,23,.,.,10,123, 12.30
469, 13/10/09,.,.,3,4,.,.,.,.,9,.,.,12,.,.,15,16,17,.,.,20,21,.,.,24,.,10,141, 14.10
470, 15/10/09,.,2,.,.,.,.,.,.,9,.,.,12,.,14,.,16,17,.,19,.,21,.,.,24,25,10,159, 15.90
471, 19/10/09,1,.,.,.,5,.,7,8,.,.,.,.,.,.,.,.,17,18,19,.,21,22,23,.,.,10,141, 14.10
472, 22/10/09,.,.,3,.,.,.,.,.,9,10,.,.,.,.,.,16,.,.,19,.,21,22,23,24,25,10,172, 17.20
473, 27/10/09,.,.,3,4,.,.,.,.,.,10,.,.,13,14,.,16,.,18,.,20,21,.,.,24,.,10,143, 14.30
474, 29/10/09,.,.,.,4,.,6,7,8,.,.,.,.,13,14,.,.,.,.,19,20,.,22,.,.,25,10,138, 13.80
475, 03/11/09,1,.,.,.,.,.,7,8,.,.,.,12,.,.,15,16,.,18,19,.,.,22,.,24,.,10,142, 14.20
476, 05/11/09,.,2,3,4,.,.,.,8,.,.,.,12,.,.,.,.,.,18,.,20,21,22,23,.,.,10,133, 13.30
477, 09/11/09,1,.,3,.,5,.,.,.,9,.,.,.,13,.,15,.,17,.,19,.,21,22,.,.,.,10,125, 12.50
478, 12/11/09,1,.,.,4,.,6,.,8,.,.,.,.,.,14,15,.,17,.,19,20,21,.,.,.,.,10,125, 12.50
479, 16/11/09,1,.,.,4,.,6,7,.,9,10,.,12,.,.,.,.,17,.,.,20,21,.,.,.,.,10,107, 10.70
480, 19/11/09,1,2,3,.,.,.,.,.,.,10,.,.,13,14,.,16,.,.,.,20,21,.,23,.,.,10,123, 12.30
481, 23/11/09,.,2,.,4,.,6,.,8,.,.,11,.,.,.,.,16,.,18,19,.,.,.,23,.,25,10,132, 13.20
482, 26/11/09,1,.,3,4,5,.,.,.,.,.,11,.,13,14,.,.,.,18,.,20,.,.,.,24,.,10,113, 11.30
483, 30/11/09,.,2,3,.,.,.,.,8,.,10,.,.,13,.,15,16,.,.,19,20,.,.,.,.,25,10,131, 13.10
484, 03/12/09,.,2,3,.,5,.,7,.,.,.,.,12,.,.,15,.,.,18,19,.,.,22,.,24,.,10,127, 12.70
485, 07/12/09,1,.,.,.,.,.,.,8,9,10,.,12,13,14,15,.,.,.,19,.,.,.,23,.,.,10,124, 12.40
486, 10/12/09,.,.,.,.,.,6,.,8,.,10,.,12,.,14,.,16,17,.,.,.,.,.,23,24,25,10,155, 15.50
487, 14/12/09,1,2,3,.,.,.,.,.,.,.,11,12,13,.,.,16,.,.,.,20,.,.,23,.,25,10,126, 12.60
488, 17/12/09,1,2,3,4,.,.,.,.,9,10,.,.,.,.,.,16,.,.,19,.,21,.,23,.,.,10,108, 10.80
489, 21/12/09,.,.,3,4,.,6,.,8,9,.,.,.,13,.,15,16,.,.,.,20,.,.,.,24,.,10,118, 11.80
490, 24/12/09,1,2,.,4,.,.,7,.,9,.,.,.,.,.,15,.,.,.,19,20,.,.,.,24,25,10,126, 12.60
491, 28/12/09,.,.,.,4,5,6,.,8,.,10,.,.,.,14,15,.,17,18,19,.,.,.,.,.,.,10,116, 11.60
492, 31/12/09,.,.,.,.,5,.,7,.,9,10,.,.,13,.,.,16,17,.,.,20,.,22,23,.,.,10,142, 14.20
493, 04/01/10,.,2,3,.,.,6,.,.,9,.,11,.,.,.,.,16,.,.,19,20,.,.,23,24,.,10,133, 13.30
494, 07/01/10,1,.,.,.,.,6,.,.,9,10,11,.,.,14,.,.,17,.,.,.,.,.,23,24,25,10,140, 14.00
495, 11/01/10,.,2,.,.,5,.,.,.,.,10,.,12,.,14,.,16,.,18,.,20,21,.,23,.,.,10,141, 14.10
496, 14/01/10,1,2,.,.,.,6,.,8,.,10,.,12,.,.,.,.,.,18,.,20,.,.,23,.,25,10,125, 12.50
497, 18/01/10,.,.,.,.,.,6,7,.,.,10,.,.,13,.,15,.,.,18,.,20,21,22,.,24,.,10,156, 15.60
498, 21/01/10,.,.,3,.,.,.,7,8,9,10,.,12,.,.,.,.,17,.,19,.,21,.,.,24,.,10,130, 13.00
499, 25/01/10,.,.,.,.,5,6,.,8,9,.,.,.,13,14,.,16,.,18,.,.,.,22,23,.,.,10,134, 13.40
500, 28/01/10,1,.,.,4,.,.,7,.,.,.,11,12,.,.,15,.,17,.,19,.,.,22,.,24,.,10,132, 13.20
501, 01/02/10,.,.,.,.,5,.,7,8,.,10,11,.,13,14,.,16,.,.,.,20,.,22,.,.,.,10,126, 12.60
502, 04/02/10,.,.,.,.,.,.,7,.,9,.,.,12,.,14,15,.,17,.,.,20,21,22,.,.,25,10,162, 16.20
503, 08/02/10,.,.,.,.,.,6,.,8,9,10,.,.,13,.,.,16,.,18,19,.,.,22,23,.,.,10,144, 14.40
504, 11/02/10,.,2,3,4,5,.,7,8,.,.,11,.,.,.,.,.,.,.,.,.,.,22,.,24,25,10,111, 11.10
505, 13/02/10,1,2,.,.,5,.,.,8,.,10,.,12,13,14,.,.,.,.,.,.,.,.,23,.,25,10,113, 11.30
506, 18/02/10,1,2,3,.,.,.,7,8,.,10,.,.,.,14,.,.,.,18,.,.,.,.,23,.,25,10,111, 11.10
507, 22/02/10,.,.,.,4,.,.,7,.,.,.,.,.,13,14,15,16,17,18,19,.,.,22,.,.,.,10,145, 14.50
508, 25/02/10,1,.,.,4,.,.,.,.,.,10,11,12,13,.,.,.,17,.,.,20,21,22,.,.,.,10,131, 13.10
509, 01/03/10,.,2,.,4,.,.,7,8,.,10,.,.,13,14,.,.,.,18,.,.,21,.,23,.,.,10,120, 12.00
510, 04/03/10,.,.,.,.,5,.,.,8,9,.,.,.,.,14,15,16,17,18,19,.,.,.,.,24,.,10,145, 14.50
511, 08/03/10,.,.,3,4,.,6,.,8,9,.,.,.,.,.,15,16,.,.,.,20,.,22,23,.,.,10,126, 12.60
512, 12/03/10,.,.,3,.,.,.,.,.,.,.,11,.,.,14,.,.,17,18,19,20,.,22,23,.,25,10,172, 17.20
513, 15/03/10,.,.,.,4,5,.,7,8,.,.,.,12,.,14,.,16,.,.,19,.,21,.,.,24,.,10,130, 13.00
514, 18/03/10,.,2,3,4,.,.,.,.,.,10,.,.,13,14,.,16,.,.,19,20,.,.,23,.,.,10,124, 12.40
515, 22/03/10,1,.,.,4,.,6,.,8,.,.,.,.,.,.,15,16,.,.,19,.,21,22,23,.,.,10,135, 13.50
516, 25/03/10,1,.,3,.,.,.,.,.,9,10,.,.,.,.,15,16,17,.,19,.,.,22,.,.,25,10,137, 13.70
517, 29/03/10,.,2,.,.,.,.,.,.,.,10,.,.,.,14,15,16,.,18,19,20,.,.,.,24,25,10,163, 16.30
518, 01/04/10,1,2,3,.,.,.,.,8,9,.,.,.,.,.,15,.,.,18,.,.,21,.,23,.,25,10,125, 12.50
519, 05/04/10,1,.,.,4,5,6,.,8,.,10,.,.,.,14,.,.,.,18,.,20,.,22,.,.,.,10,108, 10.80
520, 08/04/10,1,.,3,.,.,.,7,8,.,.,11,.,13,.,.,16,17,.,.,.,21,.,.,.,25,10,122, 12.20
521, 12/04/10,.,.,.,.,.,.,7,8,.,.,.,.,.,14,15,16,.,18,.,.,21,22,.,24,25,10,170, 17.00
522, 15/04/10,1,.,3,.,5,.,.,8,.,10,.,12,13,14,15,.,.,.,.,20,.,.,.,.,.,10,101, 10.10
523, 19/04/10,1,.,3,.,.,6,7,.,.,.,.,.,.,14,15,.,.,.,.,20,21,22,23,.,.,10,132, 13.20
524, 22/04/10,1,.,.,4,.,.,.,8,9,.,.,.,13,.,15,16,.,18,19,.,.,.,.,.,25,10,128, 12.80
525, 26/04/10,1,2,.,.,5,.,7,8,.,.,.,12,.,14,.,.,.,.,19,.,.,.,23,24,.,10,115, 11.50
526, 29/04/10,.,.,3,.,5,6,.,.,.,.,.,.,13,.,.,.,17,18,.,20,21,22,23,.,.,10,148, 14.80
527, 03/05/10,.,.,3,4,.,.,7,8,.,10,.,.,13,.,.,.,.,18,.,20,21,.,.,.,25,10,129, 12.90
528, 06/05/10,1,.,.,.,5,.,.,.,9,.,.,.,13,14,.,16,17,18,.,20,.,22,.,.,.,10,135, 13.50
529, 10/05/10,1,.,.,4,.,.,.,8,9,10,.,.,13,14,15,.,.,.,.,.,21,.,.,24,.,10,119, 11.90
530, 13/05/10,1,2,.,.,5,.,.,.,.,.,.,.,13,.,15,.,17,.,19,20,.,.,.,24,25,10,141, 14.10
531, 17/05/10,.,.,.,4,5,6,.,8,9,.,11,.,.,.,.,.,.,18,19,20,.,.,.,24,.,10,124, 12.40
532, 20/05/10,.,.,3,.,.,.,.,8,.,10,.,.,.,14,.,.,17,18,.,20,21,.,23,.,25,10,159, 15.90
533, 24/05/10,.,.,.,4,5,6,7,.,.,.,.,12,.,.,15,.,.,.,19,.,21,22,23,.,.,10,134, 13.40
534, 27/05/10,.,.,.,4,.,6,.,.,9,10,.,.,.,14,.,16,17,.,.,20,.,.,23,.,25,10,144, 14.40
535, 31/05/10,.,2,3,.,.,.,7,8,.,10,.,12,.,14,.,.,.,18,.,20,.,22,.,.,.,10,116, 11.60
536, 04/06/10,1,2,.,.,.,6,.,8,.,10,.,12,13,14,.,.,.,18,.,.,21,.,.,.,.,10,105, 10.50
537, 07/06/10,.,.,3,.,5,.,7,8,.,.,.,12,13,.,.,16,.,.,19,.,21,.,.,.,25,10,129, 12.90
538, 10/06/10,1,.,3,4,.,.,7,8,9,.,.,.,.,14,15,.,.,.,.,.,.,22,23,.,.,10,106, 10.60
539, 14/06/10,.,.,3,.,.,.,7,.,.,10,11,.,.,.,.,.,17,18,.,20,.,22,.,24,25,10,157, 15.70
540, 17/06/10,1,.,3,4,5,.,.,.,.,10,.,.,.,14,.,.,17,.,.,.,21,.,23,.,25,10,123, 12.30
541, 21/06/10,1,2,.,.,.,.,7,8,.,.,11,12,.,.,.,16,.,18,.,.,21,.,23,.,.,10,119, 11.90
542, 24/06/10,.,.,.,.,.,6,7,.,.,.,11,12,.,14,15,.,.,.,19,.,21,.,23,.,25,10,153, 15.30
543, 28/06/10,.,2,3,4,.,6,.,.,9,.,.,12,.,.,.,.,.,18,19,.,21,.,23,.,.,10,117, 11.70
544, 01/07/10,1,.,3,.,.,6,.,.,.,10,.,12,.,.,.,16,17,.,.,20,.,22,.,.,25,10,132, 13.20
545, 05/07/10,.,2,.,4,.,.,.,8,9,10,.,.,.,.,.,16,.,.,19,20,21,22,.,.,.,10,131, 13.10
546, 08/07/10,1,.,.,.,.,6,7,.,.,.,.,.,.,14,15,16,.,.,.,20,.,22,.,24,25,10,150, 15.00
547, 12/07/10,.,.,3,.,.,.,7,8,.,.,11,.,13,.,15,.,.,18,.,.,21,22,23,.,.,10,141, 14.10
548, 15/07/10,.,.,.,.,.,.,.,.,.,10,11,12,.,.,15,16,.,18,19,.,21,22,.,24,.,10,168, 16.80
549, 19/07/10,1,2,.,.,5,6,.,8,.,.,.,12,.,.,.,.,.,18,19,.,.,.,.,24,25,10,120, 12.00
550, 22/07/10,.,2,3,4,.,.,.,8,.,.,.,12,.,.,15,.,.,.,19,.,.,.,23,24,25,10,135, 13.50
551, 26/07/10,1,2,.,4,5,6,.,.,9,.,11,.,.,.,15,.,.,.,.,.,.,.,23,.,25,10,101, 10.10
552, 29/07/10,.,2,.,.,.,.,7,.,9,.,11,.,.,14,15,16,.,18,19,.,21,.,.,.,.,10,132, 13.20
553, 02/08/10,1,2,3,.,.,6,.,.,.,.,11,.,.,.,.,16,.,.,19,20,.,22,.,.,25,10,125, 12.50
554, 05/08/10,.,.,.,.,5,.,7,8,.,10,11,12,.,.,15,16,.,18,.,.,.,.,23,.,.,10,125, 12.50
555, 09/08/10,.,.,3,4,5,.,.,.,.,.,11,.,13,.,15,.,.,.,19,.,21,22,.,.,25,10,138, 13.80
556, 12/08/10,.,2,3,.,5,6,7,.,.,10,.,12,.,.,15,.,.,.,19,.,21,.,.,.,.,10,100, 10.00
557, 16/08/10,.,2,3,4,.,6,.,.,.,.,11,.,13,.,.,16,.,.,.,.,.,22,.,24,25,10,126, 12.60
558, 19/08/10,.,2,.,.,.,6,.,8,9,.,11,.,13,.,15,16,.,.,19,.,.,.,23,.,.,10,122, 12.20
559, 23/08/10,.,.,3,4,.,6,.,8,.,.,.,12,.,.,15,.,17,18,.,.,.,.,.,24,25,10,132, 13.20
560, 26/08/10,.,.,3,.,5,6,7,8,.,.,11,.,13,.,15,16,.,.,.,.,.,22,.,.,.,10,106, 10.60
561, 30/08/10,1,.,.,.,5,.,.,8,.,.,.,.,.,14,.,16,.,.,19,.,.,22,23,24,25,10,157, 15.70
562, 02/09/10,.,.,.,4,.,6,.,.,9,10,11,12,.,.,15,.,17,.,.,.,.,.,23,.,25,10,132, 13.20
563, 06/09/10,.,2,.,.,.,.,.,8,.,10,.,.,13,14,15,.,17,18,.,.,21,.,.,.,25,10,143, 14.30
564, 09/09/10,.,.,.,.,5,6,.,8,.,10,11,.,13,.,.,16,.,18,.,.,.,22,.,.,25,10,134, 13.40
565, 13/09/10,.,2,3,.,5,.,.,8,.,.,11,.,13,14,.,16,.,.,.,.,.,22,.,.,25,10,119, 11.90
566, 16/09/10,.,2,.,.,.,6,.,8,.,.,.,12,13,.,.,.,.,18,.,.,.,22,23,24,25,10,153, 15.30
567, 20/09/10,.,.,3,4,.,6,.,.,.,.,11,.,.,.,.,16,.,18,19,20,.,22,23,.,.,10,142, 14.20
568, 23/09/10,.,.,3,.,.,.,.,.,.,10,11,12,.,14,.,.,.,.,19,.,.,22,23,24,25,10,163, 16.30
569, 27/09/10,.,.,3,4,5,.,.,.,9,10,11,.,.,14,15,.,.,.,.,.,21,.,23,.,.,10,115, 11.50
570, 30/09/10,.,.,.,.,.,6,7,8,9,.,11,.,13,.,.,16,17,.,.,.,.,.,.,24,25,10,136, 13.60
571, 04/10/10,1,2,.,.,.,.,.,8,9,10,.,.,13,14,.,.,17,.,.,.,.,22,23,.,.,10,119, 11.90
572, 07/10/10,1,.,3,4,.,.,7,.,.,.,11,12,.,.,.,.,.,18,.,20,.,.,23,.,25,10,124, 12.40
573, 11/10/10,.,.,.,4,5,6,.,8,9,.,.,.,13,.,15,.,17,.,19,.,21,.,.,.,.,10,117, 11.70
574, 14/10/10,.,2,3,4,.,.,7,8,9,10,.,.,.,.,15,.,17,.,.,.,.,.,.,24,.,10,99, 9.90
575, 18/10/10,1,2,.,4,.,6,7,.,.,.,11,.,.,14,.,.,.,.,.,20,.,.,23,.,25,10,113, 11.30
576, 21/10/10,1,2,3,4,5,.,7,.,.,.,.,.,.,14,.,.,.,.,.,20,.,22,.,24,.,10,102, 10.20
577, 25/10/10,.,.,.,.,.,6,7,.,9,.,11,.,13,14,.,.,17,.,.,20,.,.,.,24,25,10,146, 14.60
578, 28/10/10,.,2,3,.,5,.,.,.,9,.,11,.,.,.,.,.,17,18,.,20,.,.,.,24,25,10,134, 13.40
579, 01/11/10,.,2,.,4,.,.,.,.,9,.,11,.,.,.,15,16,.,18,.,.,.,22,23,.,25,10,145, 14.50
580, 04/11/10,.,2,3,.,5,.,.,.,.,.,11,.,.,.,15,.,.,18,19,20,.,22,23,.,.,10,138, 13.80
581, 08/11/10,1,.,3,.,5,.,7,8,.,10,.,.,.,.,.,16,.,.,.,20,.,22,.,24,.,10,116, 11.60
582, 11/11/10,1,2,.,4,5,6,.,.,.,.,.,.,.,14,.,16,.,.,.,20,.,22,.,24,.,10,114, 11.40
583, 16/11/10,.,2,.,.,5,6,.,.,.,10,.,12,13,.,15,.,.,.,.,20,.,22,.,.,25,10,130, 13.00
584, 18/11/10,1,.,.,4,.,.,.,.,9,.,.,12,13,.,.,16,17,18,.,.,.,.,.,24,25,10,139, 13.90
585, 22/11/10,.,2,3,4,.,6,.,.,.,.,11,12,.,.,.,.,.,.,19,.,21,22,.,.,25,10,125, 12.50
586, 25/11/10,1,.,.,.,5,.,.,.,9,10,.,.,13,14,15,.,.,.,.,20,21,.,23,.,.,10,131, 13.10
587, 29/11/10,.,2,3,.,.,6,.,8,.,.,.,.,.,14,15,16,.,.,.,.,.,22,.,24,25,10,135, 13.50
588, 02/12/10,.,2,3,.,.,6,.,8,9,10,.,.,.,.,15,16,.,.,.,.,21,22,.,.,.,10,112, 11.20
589, 06/12/10,1,.,.,.,5,.,7,.,.,.,11,.,.,14,15,16,17,18,19,.,.,.,.,.,.,10,123, 12.30
590, 09/12/10,.,2,.,.,5,.,7,8,.,.,.,12,.,.,.,.,17,.,.,.,.,22,23,24,25,10,145, 14.50
591, 13/12/10,.,.,3,.,5,6,.,.,9,.,.,12,13,.,.,.,.,18,.,.,.,22,.,24,25,10,137, 13.70
592, 16/12/10,.,2,.,4,.,.,7,.,.,.,11,12,13,.,.,.,.,.,.,.,21,.,23,24,25,10,142, 14.20
593, 20/12/10,.,2,.,.,.,.,7,8,.,.,.,12,.,.,.,16,17,18,19,.,21,22,.,.,.,10,142, 14.20
594, 23/12/10,1,.,.,4,5,.,.,8,.,.,.,12,.,.,.,.,17,.,19,.,21,22,.,24,.,10,133, 13.30
595, 27/12/10,.,2,3,4,.,.,.,.,.,.,.,.,13,14,.,16,.,18,.,20,.,22,23,.,.,10,135, 13.50
596, 30/12/10,1,.,.,4,5,6,.,.,.,.,.,.,13,14,15,16,.,.,.,.,21,.,.,24,.,10,119, 11.90
597, 03/01/11,.,.,.,4,.,6,7,.,.,.,.,12,13,.,15,.,.,.,19,20,21,.,23,.,.,10,140, 14.00
598, 06/01/11,.,2,.,.,.,6,.,8,9,10,.,.,13,.,.,16,17,.,.,.,.,.,23,24,.,10,128, 12.80
599, 10/01/11,1,.,3,.,.,.,.,8,.,10,11,.,.,14,15,.,17,.,19,.,.,.,.,.,25,10,123, 12.30
600, 13/01/11,.,2,.,4,.,.,7,.,.,.,.,12,13,14,15,.,.,.,.,20,21,.,.,24,.,10,132, 13.20
601, 17/01/11,.,2,.,4,.,.,.,8,.,.,.,.,.,.,15,.,17,18,.,.,21,22,23,24,.,10,154, 15.40
602, 20/01/11,.,.,3,4,.,.,.,.,.,.,.,.,.,14,15,16,17,.,19,20,21,.,.,24,.,10,153, 15.30
603, 24/01/11,1,.,3,.,.,.,7,.,9,.,11,.,.,14,.,.,17,18,.,.,.,.,.,24,25,10,129, 12.90
604, 27/01/11,.,.,3,4,5,.,.,8,.,10,11,.,.,.,.,16,17,.,.,.,21,.,23,.,.,10,118, 11.80
605, 31/01/11,1,.,.,.,.,6,.,8,9,.,.,12,.,.,15,.,.,.,19,20,.,22,.,24,.,10,136, 13.60
606, 03/02/11,1,.,.,4,5,.,.,.,9,.,11,.,13,.,.,.,17,.,19,20,21,.,.,.,.,10,120, 12.00
607, 07/02/11,1,2,.,4,.,6,.,8,.,10,11,.,13,14,.,.,.,.,.,.,.,.,23,.,.,10,92, 9.20
608, 10/02/11,.,.,.,4,.,6,.,.,9,.,11,12,.,.,15,.,.,.,.,20,21,22,.,24,.,10,144, 14.40
609, 14/02/11,.,.,3,.,5,6,.,8,.,.,.,.,13,.,.,.,17,18,.,.,21,22,.,24,.,10,137, 13.70
610, 17/02/11,.,.,3,.,5,.,.,.,9,.,11,.,.,.,.,.,17,18,19,20,.,.,23,24,.,10,149, 14.90
